Reference Number,Grid Ref: Easting,Grid Ref: Northing,Number of Vehicles,Accident Date,Time (24hr),1st Road Class,Road Surface,Lighting Conditions,Weather Conditions,Casualty Class,Casualty Severity,Sex of Casualty,Age of Casualty,Type of Vehicle
2841265,428967,425979,2,02-Aug-15,1115,A,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Male,45,Motorcycle over 500cc
2850880,430694,434934,1,05-Aug-15,1435,A,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,8,Car
2850970,433525,429804,2,05-Aug-15,1520,A,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,37,Car
2851437,423262,434221,1,05-Aug-15,1758,A,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Male,26,Car
2851437,423262,434221,1,05-Aug-15,1758,A,Wet / Damp,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,26,Car
2851496,428836,440136,2,05-Aug-15,1915,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Male,42,Pedal cycle
2851885,428685,434949,2,05-Aug-15,2255,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Driver/Rider,Slight,Male,19,Pedal cycle
2860986,427145,433515,2,06-Aug-15,1520,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Male,82,Car
2861519,425795,433074,2,06-Aug-15,1940,B,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Male,24,M/cycle 50cc and under
2861519,425795,433074,2,06-Aug-15,1940,B,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,84,Car
2861531,445830,431302,2,06-Aug-15,1947,A,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Male,46,Goods vehicle 3.5 tonnes mgw and under
2861531,445830,431302,2,06-Aug-15,1947,A,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Fatal,Male,26,Other Vehicle 
2861531,445830,431302,2,06-Aug-15,1947,A,Dry,Daylight: street lights present,Fine without high winds,Passenger,Serious,Male,50,Other Vehicle 
2861531,445830,431302,2,06-Aug-15,1947,A,Dry,Daylight: street lights present,Fine without high winds,Passenger,Serious,Male,7,Other Vehicle 
2861531,445830,431302,2,06-Aug-15,1947,A,Dry,Daylight: street lights present,Fine without high winds,Passenger,Serious,Male,5,Other Vehicle 
2861531,445830,431302,2,06-Aug-15,1947,A,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,8,Other Vehicle 
2870836,427097,426123,1,07-Aug-15,1400,Motorway,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Male,59,Car
2871233,430215,434923,2,07-Aug-15,1720,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Serious,Male,31,Pedal cycle
2880547,437045,438288,2,08-Aug-15,904,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Male,42,Pedal cycle
2880744,429757,425596,2,08-Aug-15,1136,A,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Male,33,Motorcycle over 50cc and up to 125cc
2880776,434718,430438,2,09-Aug-15,1211,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Male,24,Motorcycle over 125cc and up to 500cc
2880776,434718,430438,2,09-Aug-15,1211,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Male,24,Motorcycle over 125cc and up to 500cc
2880803,441346,445094,2,08-Aug-15,1215,A(M),Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Male,46,Motorcycle over 500cc
2880909,427744,436450,2,08-Aug-15,2025,A,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Male,39,Pedal cycle
2881570,427084,432526,3,08-Aug-15,2003,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Male,34,Car
2881871,431225,435476,1,08-Aug-15,2225,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Pedestrian,Slight,Female,22,Car
2890778,432768,436182,2,09-Aug-15,1215,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,16,Car
2890778,432768,436182,2,09-Aug-15,1215,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,17,Car
2890778,432768,436182,2,09-Aug-15,1215,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Female,27,Car
2890804,424061,428051,2,09-Aug-15,1231,A,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Serious,Male,26,Motorcycle over 500cc
2890804,424061,428051,2,09-Aug-15,1231,A,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Female,39,Car
28A0761,441226,445346,2,10-Aug-15,1411,Motorway,Wet / Damp,Daylight: street lights present,Raining without high winds,Passenger,Slight,Female,61,Car
28A0761,441226,445346,2,10-Aug-15,1411,Motorway,Wet / Damp,Daylight: street lights present,Raining without high winds,Passenger,Slight,Female,57,Car
28A1122,427786,436379,2,10-Aug-15,1632,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Female,32,Pedal cycle
28A1253,431057,430936,2,10-Aug-15,1827,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Male,11,Pedal cycle
28B0254,426472,444748,2,11-Aug-15,709,A,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Male,43,Goods vehicle 7.5 tonnes mgw and over
28B0271,427127,434793,2,11-Aug-15,749,A,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Male,27,Pedal cycle
28B0277,421366,433144,2,11-Aug-15,730,B,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Male,18,Motorcycle over 50cc and up to 125cc
28B0524,426322,435515,3,11-Aug-15,1545,A,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Female,28,Car
28B0526,427615,437092,2,11-Aug-15,1100,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Female,74,Car
28B0652,426638,433093,2,11-Aug-15,1227,B,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Female,18,Car
28B0652,426638,433093,2,11-Aug-15,1227,B,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,59,Car
28B0655,429146,431791,2,11-Aug-15,1232,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Female,51,Car
28B0655,429146,431791,2,11-Aug-15,1232,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Female,33,Car
28B0655,429146,431791,2,11-Aug-15,1232,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,1,Car
28B0655,429146,431791,2,11-Aug-15,1232,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,5,Car
28B0655,429146,431791,2,11-Aug-15,1232,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,10,Car
28B0825,428112,426283,2,11-Aug-15,1402,A,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Male,29,Car
28B0825,428112,426283,2,11-Aug-15,1402,A,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Female,53,Car
28B0825,428112,426283,2,11-Aug-15,1402,A,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,2,Car
28B0900,431754,435518,2,11-Aug-15,1645,A,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Female,20,Car
28B0951,431559,434355,3,11-Aug-15,1510,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Female,86,Car
28B1090,438681,445842,2,11-Aug-15,1629,A,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Male,23,Pedal cycle
28B1275,435998,434797,1,11-Aug-15,1749,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,9,M/cycle 50cc and under
28C0509,423090,437694,1,12-Aug-15,1111,A,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,3,Car
28C0603,431885,435553,2,12-Aug-15,1200,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Male,45,Car
28C0619,426856,438042,2,12-Aug-15,1227,A,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Serious,Female,32,Pedal cycle
28C0746,430894,436421,2,12-Aug-15,1245,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Male,24,Goods vehicle 3.5 tonnes mgw and under
28C1081,441883,430161,2,12-Aug-15,1600,B,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Male,6,Pedal cycle
28C1608,429470,433620,1,11-Aug-15,1030,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Female,44,Car
28C1627,429053,430470,2,12-Aug-15,2054,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Male,18,M/cycle 50cc and under
28C1656,429862,433524,1,12-Aug-15,1656,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,60,Bus or coach (17 or more passenger seats)
28D0153,432543,442835,1,13-Aug-15,330,A,Dry,Darkness: no street lighting,Fine without high winds,Driver/Rider,Slight,Male,66,Car
28D0380,418962,441738,1,13-Aug-15,1002,B,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,90,Car
28D1126,432105,435417,1,13-Aug-15,1718,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Serious,Male,10,Car
28D1243,427377,434919,2,13-Aug-15,1810,Unclassified,Wet / Damp,Daylight: street lights present,Raining without high winds,Driver/Rider,Slight,Male,21,Motorcycle over 50cc and up to 125cc
28D1274,431591,430912,2,13-Aug-15,1430,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,23,Taxi/Private hire car
28D1274,431591,430912,2,13-Aug-15,1430,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,21,Taxi/Private hire car
28D1457,440172,433414,2,13-Aug-15,1959,A,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Male,21,Car
28D1457,440172,433414,2,13-Aug-15,1959,A,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Female,70,Car
28E0566,432543,435255,1,14-Aug-15,1140,Unclassified,Wet / Damp,Daylight: street lights present,Raining without high winds,Pedestrian,Slight,Female,20,Car
28E0626,434156,428669,2,14-Aug-15,1221,Unclassified,Wet / Damp,Daylight: street lights present,Raining without high winds,Driver/Rider,Slight,Female,44,Car
28E0626,434156,428669,2,14-Aug-15,1221,Unclassified,Wet / Damp,Daylight: street lights present,Raining without high winds,Passenger,Slight,Female,18,Car
28E0626,434156,428669,2,14-Aug-15,1221,Unclassified,Wet / Damp,Daylight: street lights present,Raining without high winds,Passenger,Slight,Male,19,Car
28E0675,431183,431861,2,14-Aug-15,1250,A,Wet / Damp,Daylight: street lights present,Raining without high winds,Driver/Rider,Slight,Female,49,Car
28E1032,432516,436686,1,14-Aug-15,1525,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Female,36,Car
28E1105,431732,434572,1,14-Aug-15,1645,Unclassified,Wet / Damp,Daylight: street lights present,Raining without high winds,Pedestrian,Slight,Female,24,Car
28E1134,428549,431412,2,14-Aug-15,1705,A,Wet / Damp,Daylight: street lights present,Raining without high winds,Driver/Rider,Slight,Female,34,Car
28E1461,422297,440473,2,14-Aug-15,2019,Unclassified,Wet / Damp,Daylight: street lights present,Raining without high winds,Driver/Rider,Slight,Male,46,Car
28E1461,422297,440473,2,14-Aug-15,2019,Unclassified,Wet / Damp,Daylight: street lights present,Raining without high winds,Passenger,Slight,Male,75,Car
28E1461,422297,440473,2,14-Aug-15,2019,Unclassified,Wet / Damp,Daylight: street lights present,Raining without high winds,Passenger,Slight,Male,35,Car
28E1461,422297,440473,2,14-Aug-15,2019,Unclassified,Wet / Damp,Daylight: street lights present,Raining without high winds,Driver/Rider,Slight,Male,31,Car
28E1461,422297,440473,2,14-Aug-15,2019,Unclassified,Wet / Damp,Daylight: street lights present,Raining without high winds,Passenger,Slight,Female,3,Car
28E1468,431812,430459,1,14-Aug-15,2015,Motorway,Wet / Damp,Daylight: street lights present,Raining without high winds,Driver/Rider,Slight,Female,28,Car
28F0233,426861,433797,1,15-Aug-15,241,A,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Male,26,Car
28F0609,426089,431603,2,15-Aug-15,2130,A,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Female,36,Pedal cycle
28F0973,430003,438579,2,15-Aug-15,1505,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Female,58,Car
28F1263,421596,439398,1,15-Aug-15,1825,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Serious,Male,18,Motorcycle over 50cc and up to 125cc
28G0519,441686,448925,1,16-Aug-15,955,B,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Female,61,Motorcycle over 500cc
28G0583,428983,439125,2,16-Aug-15,1050,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Male,21,Car
28G0583,428983,439125,2,16-Aug-15,1050,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,26,Car
28G1096,420343,436252,1,16-Aug-15,1620,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Male,78,Car
28G1096,420343,436252,1,16-Aug-15,1620,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,43,Car
28G1201,427784,430722,3,16-Aug-15,1715,B,Dry,Daylight: street lights present,Fine without high winds,Passenger,Serious,Female,64,Car
28G1201,427784,430722,3,16-Aug-15,1715,B,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Female,23,Car
28G1408,422826,432541,1,16-Aug-15,1912,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Female,27,Car
28H0312,425152,437563,1,17-Aug-15,850,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Serious,Male,10,Car
28H0373,426283,435588,2,17-Aug-15,934,A,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Female,32,Car
28H0677,436819,443884,2,17-Aug-15,1238,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Serious,Male,31,Pedal cycle
28H0763,428722,429698,2,14-Aug-15,1635,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Male,41,Car
28H0788,428808,432670,2,17-Aug-15,1330,A,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,28,Car
28H1072,430233,435116,2,17-Aug-15,1600,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Male,48,Pedal cycle
28H1115,419771,441329,2,17-Aug-15,1628,A,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,40,Minibus (8 – 16 passenger seats)
28H1115,419771,441329,2,17-Aug-15,1628,A,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,68,Minibus (8 – 16 passenger seats)
28H1370,432115,427471,3,17-Aug-15,1854,Motorway,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Female,47,Car
28H1370,432115,427471,3,17-Aug-15,1854,Motorway,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,58,Car
28H1370,432115,427471,3,17-Aug-15,1854,Motorway,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Female,51,Car
28I0514,436981,433592,4,18-Aug-15,1150,A,Wet / Damp,Daylight: street lights present,Raining without high winds,Driver/Rider,Slight,Female,35,Car
28I0514,436981,433592,4,18-Aug-15,1150,A,Wet / Damp,Daylight: street lights present,Raining without high winds,Driver/Rider,Slight,Male,50,Car
28I0514,436981,433592,4,18-Aug-15,1150,A,Wet / Damp,Daylight: street lights present,Raining without high winds,Driver/Rider,Slight,Female,68,Car
28I0517,431884,435694,2,18-Aug-15,1157,A,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,50,Bus or coach (17 or more passenger seats)
28I0529,421995,433957,3,18-Aug-15,1200,A,Wet / Damp,Daylight: street lights present,Raining without high winds,Passenger,Serious,Male,37,Goods vehicle 3.5 tonnes mgw and under
28I0529,421995,433957,3,18-Aug-15,1200,A,Wet / Damp,Daylight: street lights present,Raining without high winds,Driver/Rider,Slight,Male,26,Goods vehicle 3.5 tonnes mgw and under
28I0976,429615,429894,2,18-Aug-15,1705,Unclassified,Wet / Damp,Daylight: street lights present,Raining without high winds,Driver/Rider,Slight,Male,17,M/cycle 50cc and under
28I1014,427906,432216,2,18-Aug-15,1725,A,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Serious,Male,49,Motorcycle over 50cc and up to 125cc
28I1018,431952,435864,1,18-Aug-15,1815,Unclassified,Wet / Damp,Daylight: street lights present,Raining without high winds,Pedestrian,Serious,Female,65,Car
