Reference Number,Grid Ref: Easting,Grid Ref: Northing,Number of Vehicles,Accident Date,Time (24hr),1st Road Class,Road Surface,Lighting Conditions,Weather Conditions,Casualty Class,,Casualty Severity,Sex of Casualty,Age of Casualty,Type of Vehicle
17C1235,435261,439661,2,12-Jul-14,1605,Unclassified,Dry,Daylight: street lights present,Fine without high winds,1,Driver,Slight,Male,50,Car
17C1235,435261,439661,2,12-Jul-14,1605,Unclassified,Dry,Daylight: street lights present,Fine without high winds,1,Driver,Slight,Male,44,Car
17C1733,426579,431826,2,12-Jul-14,2010,A,Dry,Daylight: street lights present,Fine without high winds,1,Driver,Slight,Male,19,Motorcycle over 500cc
17C1733,426579,431826,2,12-Jul-14,2010,A,Dry,Daylight: street lights present,Fine without high winds,2,Passenger,Slight,Female,19,Motorcycle over 500cc
17C1824,419172,441737,1,12-Jul-14,1530,Unclassified,Dry,Daylight: street lights present,Fine without high winds,3,Pedestrian,Slight,Female,54,Car
17C2045,427996,436017,2,12-Jul-14,2235,Unclassified,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,1,Driver,Slight,Male,35,Pedal cycle
17C2155,429939,433389,3,12-Jul-14,2315,Unclassified,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,1,Driver,Slight,Male,28,M/cycle 50cc and under
17D0656,430430,431073,2,13-Jul-14,1220,Motorway,Dry,Daylight: street lights present,Fine without high winds,2,Passenger,Slight,Female,32,Goods vehicle 3.5 tonnes mgw and under
17D0720,430640,432631,2,12-Jul-14,1230,A,Dry,Daylight: street lights present,Fine without high winds,1,Driver,Slight,Male,24,Car
17D1041,438461,432691,2,13-Jul-14,1505,A,Dry,Daylight: street lights present,Fine without high winds,1,Driver,Serious,Male,27,Motorcycle over 500cc
17D1041,438461,432691,2,13-Jul-14,1505,A,Dry,Daylight: street lights present,Fine without high winds,1,Driver,Slight,Female,33,Car
17D1483,426083,432607,2,13-Jul-14,1907,Unclassified,Dry,Daylight: street lights present,Fine without high winds,1,Driver,Slight,Male,11,Pedal cycle
17D1790,424118,430517,3,13-Jul-14,2157,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,1,Driver,Slight,Female,35,Car
17D1898,427815,435195,2,13-Jul-14,2300,Unclassified,Dry,Daylight: street lights present,Fine without high winds,2,Passenger,Slight,Female,44,Car
1.70E+235,418999,442122,2,14-Jul-14,705,Unclassified,Dry,Daylight: street lights present,Fine without high winds,1,Driver,Slight,Male,36,Pedal cycle
17E0371,418843,441625,3,14-Jul-14,845,B,Dry,Daylight: street lights present,Fine without high winds,1,Driver,Slight,Female,26,Car
17E0371,418843,441625,3,14-Jul-14,845,B,Dry,Daylight: street lights present,Fine without high winds,2,Passenger,Slight,Female,8,Car
17E0371,418843,441625,3,14-Jul-14,845,B,Dry,Daylight: street lights present,Fine without high winds,2,Passenger,Slight,Female,5,Car
17E0371,418843,441625,3,14-Jul-14,845,B,Dry,Daylight: street lights present,Fine without high winds,2,Passenger,Slight,Female,3,Car
17E0742,430878,434323,2,14-Jul-14,1249,Unclassified,Dry,Daylight: street lights present,Fine without high winds,2,Passenger,Slight,Female,8,Car
17G0365,435246,434855,2,16-Jul-14,938,A,Dry,Daylight: street lights present,Fine without high winds,2,Passenger,Slight,Male,22,Taxi/Private hire car
17G0365,435246,434855,2,16-Jul-14,938,A,Dry,Daylight: street lights present,Fine without high winds,1,Driver,Slight,Male,44,Car
17G0629,436076,435551,2,16-Jul-14,1225,A,Dry,Daylight: street lights present,Fine without high winds,1,Driver,Slight,Male,57,Motorcycle over 500cc
17G1561,432678,437964,2,16-Jul-14,2030,Unclassified,Dry,Daylight: street lights present,Fine without high winds,1,Driver,Slight,Male,39,Car
17G1800,428522,434296,1,16-Jul-14,2233,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,3,Pedestrian,Slight,Male,19,Taxi/Private hire car
17H0028,424834,443280,2,17-Jul-14,19,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,2,Passenger,Slight,Female,60,Car
17H0028,424834,443280,2,17-Jul-14,19,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,1,Driver,Slight,Female,37,Car
17H0390,426753,427786,2,17-Jul-14,940,Unclassified,Dry,Daylight: street lights present,Fine without high winds,1,Driver,Slight,Male,58,Car
17H0390,426753,427786,2,17-Jul-14,940,Unclassified,Dry,Daylight: street lights present,Fine without high winds,1,Driver,Slight,Female,54,Car
17H0524,429021,432303,2,17-Jul-14,1112,Unclassified,Dry,Daylight: street lights present,Fine without high winds,1,Driver,Serious,Male,81,Mobility Scooter
17H0738,429913,437438,2,17-Jul-14,830,Unclassified,Dry,Daylight: street lights present,Fine without high winds,1,Driver,Slight,Male,43,Pedal cycle
17H1663,427258,438424,1,17-Jul-14,2045,A,Dry,Daylight: street lights present,Fine without high winds,1,Driver,Serious,Male,50,Motorcycle over 50cc and up to 125cc
17I0431,430223,436146,3,18-Jul-14,855,A,Dry,Daylight: street lights present,Fine without high winds,2,Passenger,Slight,Female,14,Taxi/Private hire car
17I0783,432624,436863,2,18-Jul-14,1221,Unclassified,Wet / Damp,Daylight: street lights present,Fine without high winds,1,Driver,Slight,Male,59,Pedal cycle
17I1213,419948,440834,1,18-Jul-14,1549,Unclassified,Dry,Daylight: street lights present,Fine without high winds,3,Pedestrian,Slight,Male,5,Car
17I1320,435820,436600,1,18-Jul-14,1632,A,Dry,Daylight: street lights present,Fine without high winds,3,Pedestrian,Slight,Female,33,Car
17I1474,443206,431647,2,18-Jul-14,1645,A,Dry,Daylight: street lights present,Fine without high winds,1,Driver,Slight,Male,49,Car
17I1703,430844,433470,2,18-Jul-14,1925,Unclassified,Dry,Daylight: street lights present,Fine without high winds,2,Passenger,Slight,Female,5,Car
17I1985,434196,431721,1,18-Jul-14,2126,A,Dry,Darkness: street lights present and lit,Fine without high winds,1,Driver,Serious,Male,44,Motorcycle over 500cc
17J0601,432119,432870,1,19-Jul-14,945,Unclassified,Wet / Damp,Daylight: street lights present,Raining without high winds,1,Driver,Slight,Male,17,M/cycle 50cc and under
17J0711,440582,432102,3,19-Jul-14,1050,A,Wet / Damp,Daylight: street lights present,Raining without high winds,1,Driver,Slight,Female,20,Car
17J0711,440582,432102,3,19-Jul-14,1050,A,Wet / Damp,Daylight: street lights present,Raining without high winds,1,Driver,Slight,Male,27,Car
17J0711,440582,432102,3,19-Jul-14,1050,A,Wet / Damp,Daylight: street lights present,Raining without high winds,1,Driver,Slight,Female,35,Car
17J1264,430935,436032,2,19-Jul-14,1645,Unclassified,Wet / Damp,Daylight: street lights present,Fine without high winds,2,Passenger,Slight,Female,62,Car
17J1264,430935,436032,2,19-Jul-14,1645,Unclassified,Wet / Damp,Daylight: street lights present,Fine without high winds,2,Passenger,Slight,Female,37,Car
17J1264,430935,436032,2,19-Jul-14,1645,Unclassified,Wet / Damp,Daylight: street lights present,Fine without high winds,1,Driver,Slight,Female,42,Car
17J1841,431508,435127,2,19-Jul-14,2210,A,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,1,Driver,Slight,Male,28,Pedal cycle
17L0495,430306,433854,2,20-Jul-14,230,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,1,Driver,Slight,Male,32,Taxi/Private hire car
17L0500,424210,428251,2,21-Jul-14,956,A,Dry,Daylight: street lights present,Fine without high winds,1,Driver,Slight,Female,25,Car
17L0500,424210,428251,2,21-Jul-14,956,A,Dry,Daylight: street lights present,Fine without high winds,1,Driver,Slight,Female,53,Car
17L0500,424210,428251,2,21-Jul-14,956,A,Dry,Daylight: street lights present,Fine without high winds,2,Passenger,Slight,Female,23,Car
17L0523,422357,433393,1,21-Jul-14,1010,C,Dry,Daylight: street lights present,Fine without high winds,3,Pedestrian,Slight,Male,71,Car
17L0672,424236,428248,2,21-Jul-14,945,A,Dry,Daylight: street lights present,Fine without high winds,1,Driver,Slight,Male,65,Car
17L0672,424236,428248,2,21-Jul-14,945,A,Dry,Daylight: street lights present,Fine without high winds,2,Passenger,Slight,Male,7,Car
17L0672,424236,428248,2,21-Jul-14,945,A,Dry,Daylight: street lights present,Fine without high winds,2,Passenger,Slight,Male,6,Car
17L1112,429146,431769,2,21-Jul-14,1522,Unclassified,Dry,Daylight: street lights present,Fine without high winds,1,Driver,Slight,Male,62,Car
17L1283,427033,433106,2,21-Jul-14,1610,Unclassified,Dry,Daylight: street lights present,Fine without high winds,1,Driver,Slight,Male,35,Car
17L1396,428836,440130,1,21-Jul-14,1726,Unclassified,Dry,Daylight: street lights present,Fine without high winds,3,Pedestrian,Slight,Male,10,Car
17L1758,432325,440329,2,21-Jul-14,2010,Unclassified,Dry,Daylight: street lights present,Fine without high winds,1,Driver,Slight,Male,28,Car
17L1758,432325,440329,2,21-Jul-14,2010,Unclassified,Dry,Daylight: street lights present,Fine without high winds,1,Driver,Slight,Female,71,Car
17L1758,432325,440329,2,21-Jul-14,2010,Unclassified,Dry,Daylight: street lights present,Fine without high winds,2,Passenger,Serious,Female,77,Car
17L1758,432325,440329,2,21-Jul-14,2010,Unclassified,Dry,Daylight: street lights present,Fine without high winds,2,Passenger,Slight,Female,76,Car
17M0316,435268,439754,2,22-Jul-14,823,Unclassified,Dry,Daylight: street lights present,Fine without high winds,1,Driver,Slight,Female,29,Car
17M0316,435268,439754,2,22-Jul-14,823,Unclassified,Dry,Daylight: street lights present,Fine without high winds,1,Driver,Slight,Female,57,Car
17M0970,424849,429106,1,22-Jul-14,1255,B,Dry,Daylight: street lights present,Fine without high winds,2,Passenger,Slight,Female,85,Bus or coach (17 or more passenger seats)
17M1200,426513,435652,2,22-Jul-14,1635,Unclassified,Dry,Daylight: street lights present,Fine without high winds,1,Driver,Slight,Male,23,Pedal cycle
17N0317,432062,435966,2,23-Jul-14,735,Unclassified,Dry,Daylight: street lights present,Fine without high winds,1,Driver,Serious,Female,37,Pedal cycle
17N0373,424510,435232,2,23-Jul-14,851,A,Dry,Daylight: street lights present,Fine without high winds,1,Driver,Slight,Male,69,Car
17N0468,435672,436358,1,23-Jul-14,843,Unclassified,Dry,Daylight: street lights present,Fine without high winds,2,Passenger,Slight,Female,70,Bus or coach (17 or more passenger seats)
17N0691,436290,434141,3,23-Jul-14,1243,Unclassified,Dry,Daylight: street lights present,Fine without high winds,1,Driver,Slight,Male,23,Car
17N0976,430846,433470,1,23-Jul-14,1508,Unclassified,Dry,Daylight: street lights present,Fine without high winds,3,Pedestrian,Slight,Female,15,Bus or coach (17 or more passenger seats)
17N1215,430233,435116,2,23-Jul-14,1700,Unclassified,Dry,Daylight: street lights present,Fine without high winds,1,Driver,Serious,Male,20,M/cycle 50cc and under
17N1278,433321,426414,2,23-Jul-14,1730,Unclassified,Dry,Daylight: street lights present,Fine without high winds,1,Driver,Slight,Female,22,Car
17N1278,433321,426414,2,23-Jul-14,1730,Unclassified,Dry,Daylight: street lights present,Fine without high winds,2,Passenger,Slight,Male,5,Car
17N1316,428361,432505,2,23-Jul-14,1750,A,Dry,Daylight: street lights present,Fine without high winds,1,Driver,Slight,Male,30,Pedal cycle
17N1755,428618,436950,3,23-Jul-14,1912,B,Dry,Daylight: street lights present,Fine without high winds,1,Driver,Serious,Female,23,Car
17N1755,428618,436950,3,23-Jul-14,1912,B,Dry,Daylight: street lights present,Fine without high winds,2,Passenger,Slight,Female,22,Car
17N1755,428618,436950,3,23-Jul-14,1912,B,Dry,Daylight: street lights present,Fine without high winds,1,Driver,Slight,Male,47,Car
17N1801,441242,445218,2,23-Jul-14,2155,Unclassified,Dry,Darkness: no street lighting,Fine without high winds,1,Driver,Serious,Male,41,Motorcycle over 500cc
17O0301,425072,427742,2,24-Jul-14,735,A,Dry,Daylight: street lights present,Fine without high winds,1,Driver,Serious,Male,61,Car
17O0627,430415,432791,2,24-Jul-14,1020,A,Dry,Daylight: street lights present,Fine without high winds,1,Driver,Slight,Male,35,Pedal cycle
17O1143,430812,433798,3,24-Jul-14,1634,A,Dry,Daylight: street lights present,Fine without high winds,1,Driver,Slight,Female,31,Car
17O1155,430957,435789,1,19-Jul-14,1625,Unclassified,Dry,Daylight: street lights present,Fine without high winds,2,Passenger,Slight,Male,22,Bus or coach (17 or more passenger seats)
17O1214,428540,431402,1,24-Jul-14,1710,A,Dry,Daylight: street lights present,Fine without high winds,3,Pedestrian,Serious,Female,17,Car
17O1333,423911,428209,2,24-Jul-14,1755,A,Dry,Daylight: street lights present,Fine without high winds,2,Passenger,Slight,Female,23,Car
17O1361,428140,435853,2,24-Jul-14,1810,A,Dry,Daylight: street lights present,Fine without high winds,1,Driver,Serious,Male,29,Car
17P0611,426580,427699,2,25-Jul-14,1040,Unclassified,Dry,Daylight: street lights present,Fine without high winds,1,Driver,Slight,Female,81,Mobility Scooter
17P1286,427004,434860,2,25-Jul-14,1610,A,Dry,Daylight: street lights present,Fine without high winds,1,Driver,Slight,Male,39,Pedal cycle
17P1492,423717,437981,1,25-Jul-14,1315,Unclassified,Dry,Daylight: street lights present,Fine without high winds,2,Passenger,Serious,Female,63,Taxi/Private hire car
17P1668,431976,427764,3,25-Jul-14,1915,Motorway,Dry,Daylight: street lights present,Fine without high winds,1,Driver,Slight,Female,23,Car
17P1668,431976,427764,3,25-Jul-14,1915,Motorway,Dry,Daylight: street lights present,Fine without high winds,1,Driver,Slight,Male,18,Car
17P1668,431976,427764,3,25-Jul-14,1915,Motorway,Dry,Daylight: street lights present,Fine without high winds,2,Passenger,Slight,Female,16,Car
17P1668,431976,427764,3,25-Jul-14,1915,Motorway,Dry,Daylight: street lights present,Fine without high winds,2,Passenger,Slight,Female,37,Car
17P1668,431976,427764,3,25-Jul-14,1915,Motorway,Dry,Daylight: street lights present,Fine without high winds,2,Passenger,Slight,Female,14,Car
17P1668,431976,427764,3,25-Jul-14,1915,Motorway,Dry,Daylight: street lights present,Fine without high winds,2,Passenger,Slight,Female,32,Car
17P1864,443109,433214,2,25-Jul-14,2045,A,Dry,Daylight: street lights present,Fine without high winds,1,Driver,Slight,Female,22,Car
17Q0379,420962,440995,1,26-Jul-14,345,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,2,Passenger,Slight,Female,22,Car
17Q0852,422895,437525,2,26-Jul-14,1208,A,Dry,Daylight: street lights present,Fine without high winds,2,Passenger,Slight,Female,22,Car
17Q1362,419836,437055,1,26-Jul-14,1650,A,Dry,Daylight: street lights present,Fine without high winds,3,Pedestrian,Serious,Female,25,Car
17Q1448,429647,434311,4,26-Jul-14,1750,A(M),Dry,Daylight: street lights present,Fine without high winds,2,Passenger,Slight,Male,27,Car
17R0117,433213,439177,1,27-Jul-14,54,A,Wet / Damp,Darkness: street lights present but unlit,Raining without high winds,1,Driver,Slight,Male,22,Car
17R0120,430881,433361,1,27-Jul-14,54,A,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,3,Pedestrian,Serious,Male,29,Car
17R1441,426123,439162,4,27-Jul-14,1853,Unclassified,Dry,Daylight: street lights present,Fine without high winds,1,Driver,Slight,Female,81,Car
17R1441,426123,439162,4,27-Jul-14,1853,Unclassified,Dry,Daylight: street lights present,Fine without high winds,2,Passenger,Serious,Female,85,Car
17R1441,426123,439162,4,27-Jul-14,1853,Unclassified,Dry,Daylight: street lights present,Fine without high winds,2,Passenger,Slight,Female,93,Car
17R1441,426123,439162,4,27-Jul-14,1853,Unclassified,Dry,Daylight: street lights present,Fine without high winds,2,Passenger,Slight,Female,81,Car
17R1755,436225,427792,1,27-Jul-14,2134,A,Dry,Darkness: street lights present and lit,Fine without high winds,1,Driver,Fatal,Male,24,Car
17R1755,436225,427792,1,27-Jul-14,2134,A,Dry,Darkness: street lights present and lit,Fine without high winds,2,Passenger,Fatal,Male,25,Car
17R1755,436225,427792,1,27-Jul-14,2134,A,Dry,Darkness: street lights present and lit,Fine without high winds,2,Passenger,Slight,Male,27,Car
17S1755,426054,438957,1,28-Jul-14,2116,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,1,Driver,Slight,Male,64,Car
17T0334,427051,429430,2,29-Jul-14,745,A,Dry,Daylight: street lights present,Fine without high winds,1,Driver,Serious,Male,37,Pedal cycle
17T0552,427197,433523,1,29-Jul-14,1050,Unclassified,Dry,Daylight: street lights present,Fine without high winds,3,Pedestrian,Slight,Female,61,Car
17T0672,432342,434724,1,29-Jul-14,1205,Unclassified,Dry,Daylight: street lights present,Fine without high winds,3,Pedestrian,Slight,Female,72,Car
17T0877,429834,434409,2,29-Jul-14,1413,A(M),Dry,Daylight: street lights present,Fine without high winds,1,Driver,Slight,Male,38,Car
17T1188,431878,435478,2,29-Jul-14,1652,Unclassified,Dry,Daylight: street lights present,Fine without high winds,1,Driver,Slight,Male,22,Car
17T1202,430422,433964,2,29-Jul-14,1700,Unclassified,Dry,Daylight: street lights present,Fine without high winds,1,Driver,Slight,Female,41,Car
17T1370,426347,437795,2,29-Jul-14,1820,Unclassified,Dry,Daylight: street lights present,Fine without high winds,1,Driver,Slight,Male,41,Motorcycle over 500cc
17T1602,429935,433609,1,29-Jul-14,1657,Unclassified,Dry,Daylight: street lights present,Fine without high winds,2,Passenger,Serious,Female,73,Bus or coach (17 or more passenger seats)
17U0796,430942,433310,5,30-Jul-14,1345,Unclassified,Dry,Daylight: street lights present,Fine without high winds,1,Driver,Slight,Female,27,Car
